Parcours,DÇpart,ArrivÇe,Nombre de voyages,Poids de voyages,Nombre d'abonnements
CAPDENAC - SAINT-SULPICE,CAPDENAC,SAINT-SULPICE,4,"4,68735352020249E-05",0
CAPVERN - PAU,CAPVERN,PAU,4,"4,68735352020249E-05",0
CARCASSONNE - SALSES,CARCASSONNE,SALSES,4,"4,68735352020249E-05",0
CASTELNAU D'ESTRETEFONDS - CASTELSARRASIN,CASTELNAU D'ESTRETEFONDS,CASTELSARRASIN,4,"4,68735352020249E-05",0
CASTELNAU D'ESTRETEFONDS - GOURDON,CASTELNAU D'ESTRETEFONDS,GOURDON,4,"4,68735352020249E-05",0
CASTELNAUDARY - VILLEFRANCHE DE LAURAGAIS,CASTELNAUDARY,VILLEFRANCHE DE LAURAGAIS,4,"4,68735352020249E-05",0
CASTRES - LES CAUQUILLOUS,CASTRES,LES CAUQUILLOUS,4,"4,68735352020249E-05",0
CASTRES - VIELMUR SUR AGOUT,CASTRES,VIELMUR SUR AGOUT,4,"4,68735352020249E-05",0
CERBERE - NIMES,CERBERE,NIMES,4,"4,68735352020249E-05",0
CERBERE - SALSES,CERBERE,SALSES,4,"4,68735352020249E-05",0
COARRAZE - NAY - MURET,COARRAZE,NAY,4,"4,68735352020249E-05",0
CRANSAC - ROCAMADOUR PADIRAC,CRANSAC,ROCAMADOUR PADIRAC,4,"4,68735352020249E-05",0
DAMIATTE ST PAUL - SAINT-SULPICE,DAMIATTE ST PAUL,SAINT-SULPICE,4,"4,68735352020249E-05",0
ELNE - VILLEFRANCHE DE LAURAGAIS,ELNE,VILLEFRANCHE DE LAURAGAIS,4,"4,68735352020249E-05",0
FIGEAC - ROCAMADOUR PADIRAC,FIGEAC,ROCAMADOUR PADIRAC,4,"4,68735352020249E-05",0
FOIX - SAINT JEAN DE VERGES,FOIX,SAINT JEAN DE VERGES,4,"4,68735352020249E-05",0
FOIX - VENERQUE - LE VERNET,FOIX,VENERQUE,4,"4,68735352020249E-05",0
FRONTIGNAN - LEUCATE LA FRANQUI,FRONTIGNAN,LEUCATE LA FRANQUI,4,"4,68735352020249E-05",0
FRONTIGNAN - VERG‘ZE - CODOGNAN,FRONTIGNAN,VERG‘ZE,4,"4,68735352020249E-05",0
GALLIENI CANCêROP‚LE - PIBRAC,GALLIENI CANCêROP‚LE,PIBRAC,4,"4,68735352020249E-05",0
GALLIENI CANCêROP‚LE - TOULOUSE MATABIAU,GALLIENI CANCêROP‚LE,TOULOUSE MATABIAU,4,"4,68735352020249E-05",0
GIMONT CAHUZAC - PIBRAC,GIMONT CAHUZAC,PIBRAC,4,"4,68735352020249E-05",0
GOURDON - LACOURTENSOURT,GOURDON,LACOURTENSOURT,4,"4,68735352020249E-05",0
GOURDON - MONTBARTIER,GOURDON,MONTBARTIER,4,"4,68735352020249E-05",0
LATOUR DE CAROL ENVEITG - MERENS LES VALS,LATOUR DE CAROL ENVEITG,MERENS LES VALS,4,"4,68735352020249E-05",0
LES CABANNES - PORTET SAINT-SIMON,LES CABANNES,PORTET SAINT-SIMON,4,"4,68735352020249E-05",0
LONGAGES - NOê - MARTRES TOLOSANE,LONGAGES,NOê,4,"4,68735352020249E-05",0
LUNEL - VALERGUES - LANSARGUES,LUNEL,VALERGUES,4,"4,68735352020249E-05",0
LUZENAC GARANOU - SAINT-AGNE,LUZENAC GARANOU,SAINT-AGNE,4,"4,68735352020249E-05",0
MONTAUDRAN - TOULOUSE MATABIAU,MONTAUDRAN,TOULOUSE MATABIAU,4,"4,68735352020249E-05",0
MONTRêJEAU - GOURDAN-POLIGNAN - PAU,MONTRêJEAU,GOURDAN-POLIGNAN,4,"4,68735352020249E-05",0
NAJAC - SAINT-SULPICE,NAJAC,SAINT-SULPICE,4,"4,68735352020249E-05",0
PAMIERS - VERNET-D'ARIEGE,PAMIERS,VERNET-D'ARIEGE,4,"4,68735352020249E-05",0
RODEZ - ST CHRISTOPHE,RODEZ,ST CHRISTOPHE,4,"4,68735352020249E-05",0
SAINT JEAN DE VERGES - SAINT-AGNE,SAINT JEAN DE VERGES,SAINT-AGNE,4,"4,68735352020249E-05",0
SAINT-AGNE - SAINT-CYPRIEN AR‘NES,SAINT-AGNE,SAINT-CYPRIEN AR‘NES,4,"4,68735352020249E-05",0
SAVERDUN - TARASCON SUR ARIEGE,SAVERDUN,TARASCON SUR ARIEGE,4,"4,68735352020249E-05",0
TARASCON SUR ARIEGE - VARILHES,TARASCON SUR ARIEGE,VARILHES,4,"4,68735352020249E-05",0
AGDE - ARGELES SUR MER,AGDE,ARGELES SUR MER,3,"3,51551514015187E-05",0
AGDE - RIVESALTES,AGDE,RIVESALTES,3,"3,51551514015187E-05",0
AGDE - SALSES,AGDE,SALSES,3,"3,51551514015187E-05",0
ALBI - MONTASTRUC LA CONSEILLERE,ALBI,MONTASTRUC LA CONSEILLERE,3,"3,51551514015187E-05",0
ALBI - MONTRABE,ALBI,MONTRABE,3,"3,51551514015187E-05",0
ALBI - TANUS,ALBI,TANUS,3,"3,51551514015187E-05",0
ALBI MADELEINE - LISLE SUR TARN,ALBI MADELEINE,LISLE SUR TARN,3,"3,51551514015187E-05",0
ALBIAS - CAHORS,ALBIAS,CAHORS,3,"3,51551514015187E-05",0
ALBIAS - LALBENQUE FONTANES,ALBIAS,LALBENQUE FONTANES,3,"3,51551514015187E-05",0
ANDORRE - L'HOSPITALET - AX LES THERMES,ANDORRE,L'HOSPITALET,3,"3,51551514015187E-05",0
ANDORRE - L'HOSPITALET - FOIX,ANDORRE,L'HOSPITALET,3,"3,51551514015187E-05",0
ARGELES SUR MER - MONTAUDRAN,ARGELES SUR MER,MONTAUDRAN,3,"3,51551514015187E-05",0
ARGELES SUR MER - VERG‘ZE - CODOGNAN,ARGELES SUR MER,VERG‘ZE,3,"3,51551514015187E-05",0
ASSIER - CAPDENAC,ASSIER,CAPDENAC,3,"3,51551514015187E-05",0
AUTERIVE - LATOUR DE CAROL ENVEITG,AUTERIVE,LATOUR DE CAROL ENVEITG,3,"3,51551514015187E-05",0
AUTERIVE - VERNET-D'ARIEGE,AUTERIVE,VERNET-D'ARIEGE,3,"3,51551514015187E-05",0
AX LES THERMES - LUZENAC GARANOU,AX LES THERMES,LUZENAC GARANOU,3,"3,51551514015187E-05",0
BAILLARGUES - TOULOUSE MATABIAU,BAILLARGUES,TOULOUSE MATABIAU,3,"3,51551514015187E-05",0
BANYULS SUR MER - PORT BOU FRONTIERE,BANYULS SUR MER,PORT BOU FRONTIERE,3,"3,51551514015187E-05",0
BANYULS SUR MER - VILLEFRANCHE DE LAURAGAIS,BANYULS SUR MER,VILLEFRANCHE DE LAURAGAIS,3,"3,51551514015187E-05",0
BAZIEGE - CASTELNAUDARY,BAZIEGE,CASTELNAUDARY,3,"3,51551514015187E-05",0
BAZIEGE - MONTPELLIER SAINT-ROCH,BAZIEGE,MONTPELLIER SAINT-ROCH,3,"3,51551514015187E-05",0
BEAUCAIRE - RIVESALTES,BEAUCAIRE,RIVESALTES,3,"3,51551514015187E-05",0
BEZIERS - CARCASSONNE,BEZIERS,CARCASSONNE,3,"3,51551514015187E-05",0
BOUSSENS - TOURNAY,BOUSSENS,TOURNAY,3,"3,51551514015187E-05",0
BRAX - LêGUEVIN - L'ISLE JOURDAIN,BRAX,LêGUEVIN,3,"3,51551514015187E-05",0
BRIVE LA GAILLARDE - MONTBARTIER,BRIVE LA GAILLARDE,MONTBARTIER,3,"3,51551514015187E-05",0
CAHORS - DIEUPENTALE,CAHORS,DIEUPENTALE,3,"3,51551514015187E-05",0
CAPDENAC - CRANSAC,CAPDENAC,CRANSAC,3,"3,51551514015187E-05",0
CAPDENAC - GRAMAT,CAPDENAC,GRAMAT,3,"3,51551514015187E-05",0
CARMAUX - LISLE SUR TARN,CARMAUX,LISLE SUR TARN,3,"3,51551514015187E-05",0
CARMAUX - MARSSAC SUR TARN,CARMAUX,MARSSAC SUR TARN,3,"3,51551514015187E-05",0
CASTELNAU D'ESTRETEFONDS - LAVILLEDIEU,CASTELNAU D'ESTRETEFONDS,LAVILLEDIEU,3,"3,51551514015187E-05",0
CASTELNAU D'ESTRETEFONDS - VALENCE D'AGEN,CASTELNAU D'ESTRETEFONDS,VALENCE D'AGEN,3,"3,51551514015187E-05",0
CASTELNAUDARY - ELNE,CASTELNAUDARY,ELNE,3,"3,51551514015187E-05",0
CAZ‘RES - FAUGA,CAZ‘RES,FAUGA,3,"3,51551514015187E-05",0
CERBERE - ELNE,CERBERE,ELNE,3,"3,51551514015187E-05",0
CINTEGABELLE - PORTET SAINT-SIMON,CINTEGABELLE,PORTET SAINT-SIMON,3,"3,51551514015187E-05",0
COLLIOURE - LêZIGNAN (AUDE),COLLIOURE,LêZIGNAN (AUDE),3,"3,51551514015187E-05",0
COURSAN - MONTPELLIER SAINT-ROCH,COURSAN,MONTPELLIER SAINT-ROCH,3,"3,51551514015187E-05",0
DAMIATTE ST PAUL - LAVAUR,DAMIATTE ST PAUL,LAVAUR,3,"3,51551514015187E-05",0
ELNE - LêZIGNAN (AUDE),ELNE,LêZIGNAN (AUDE),3,"3,51551514015187E-05",0
FONS - SAINT-MAMERT - NIMES,FONS,SAINT-MAMERT,3,"3,51551514015187E-05",0
FONT ROMEU ODEILLO VIA - SAILLAGOUSE,FONT ROMEU ODEILLO VIA,SAILLAGOUSE,3,"3,51551514015187E-05",0
FONTPEDROUSE ST THOMAS L BAINS - LATOUR DE CAROL ENVEITG,FONTPEDROUSE ST THOMAS L BAINS,LATOUR DE CAROL ENVEITG,3,"3,51551514015187E-05",0
GAILLAC - MARSSAC SUR TARN,GAILLAC,MARSSAC SUR TARN,3,"3,51551514015187E-05",0
GALLIENI CANCêROP‚LE - GIMONT CAHUZAC,GALLIENI CANCêROP‚LE,GIMONT CAHUZAC,3,"3,51551514015187E-05",0
GENOLHAC - SAINT-GENI‘S-DE-MALGOIR‘S,GENOLHAC,SAINT-GENI‘S-DE-MALGOIR‘S,3,"3,51551514015187E-05",0
GRAND COMBE LA PISE - MENDE,GRAND COMBE LA PISE,MENDE,3,"3,51551514015187E-05",0
GRISOLLES - SAINT-JORY,GRISOLLES,SAINT-JORY,3,"3,51551514015187E-05",0
LA BASTIDE ST LAURENT L BAINS - LANGOGNE,LA BASTIDE ST LAURENT L BAINS,LANGOGNE,3,"3,51551514015187E-05",0
LABEGE INNOPOLE - LEUCATE LA FRANQUI,LABEGE INNOPOLE,LEUCATE LA FRANQUI,3,"3,51551514015187E-05",0
LABEGE INNOPOLE - VILLENOUVELLE,LABEGE INNOPOLE,VILLENOUVELLE,3,"3,51551514015187E-05",0
LANGOGNE - SAINT-GENI‘S-DE-MALGOIR‘S,LANGOGNE,SAINT-GENI‘S-DE-MALGOIR‘S,3,"3,51551514015187E-05",0
LATOUR DE CAROL ENVEITG - SAINT-AGNE,LATOUR DE CAROL ENVEITG,SAINT-AGNE,3,"3,51551514015187E-05",0
LAVAUR - MONTASTRUC LA CONSEILLERE,LAVAUR,MONTASTRUC LA CONSEILLERE,3,"3,51551514015187E-05",0
LAVAUR - MONTRABE,LAVAUR,MONTRABE,3,"3,51551514015187E-05",0
LêZIGNAN (AUDE) - RIVESALTES,LêZIGNAN (AUDE),RIVESALTES,3,"3,51551514015187E-05",0
LUZENAC GARANOU - PAMIERS,LUZENAC GARANOU,PAMIERS,3,"3,51551514015187E-05",0
MARSEILLAN PLAGE - VERG‘ZE - CODOGNAN,MARSEILLAN PLAGE,VERG‘ZE,3,"3,51551514015187E-05",0
MAZAMET - MONTRABE,MAZAMET,MONTRABE,3,"3,51551514015187E-05",0
MERENVIELLE - SAINT-AGNE,MERENVIELLE,SAINT-AGNE,3,"3,51551514015187E-05",0
MERENVIELLE - TOULOUSE MATABIAU,MERENVIELLE,TOULOUSE MATABIAU,3,"3,51551514015187E-05",0
MONTPELLIER SAINT-ROCH - VILLEFRANCHE DE LAURAGAIS,MONTPELLIER SAINT-ROCH,VILLEFRANCHE DE LAURAGAIS,3,"3,51551514015187E-05",0
NIMES - VIC - MIREVAL,NIMES,VIC,3,"3,51551514015187E-05",0
PINS JUSTARET - VENERQUE - LE VERNET,PINS JUSTARET,VENERQUE,3,"3,51551514015187E-05",0
PORT LA NOUVELLE - RIVESALTES,PORT LA NOUVELLE,RIVESALTES,3,"3,51551514015187E-05",0
PORTET SAINT-SIMON - VARILHES,PORTET SAINT-SIMON,VARILHES,3,"3,51551514015187E-05",0
SAINT JEAN DE VERGES - TARASCON SUR ARIEGE,SAINT JEAN DE VERGES,TARASCON SUR ARIEGE,3,"3,51551514015187E-05",0
SETE - VALERGUES - LANSARGUES,SETE,VALERGUES,3,"3,51551514015187E-05",0
SETE - VIC - MIREVAL,SETE,VIC,3,"3,51551514015187E-05",0
TARASCON - VERG‘ZE - CODOGNAN,TARASCON,VERG‘ZE,3,"3,51551514015187E-05",0
ALBI MADELEINE - GRAGNAGUE,ALBI MADELEINE,GRAGNAGUE,2,"2,34367676010125E-05",0
ALBI MADELEINE - LUC PRIMAUBE,ALBI MADELEINE,LUC PRIMAUBE,2,"2,34367676010125E-05",0
ALBI MADELEINE - MONTASTRUC LA CONSEILLERE,ALBI MADELEINE,MONTASTRUC LA CONSEILLERE,2,"2,34367676010125E-05",0
ALBI MADELEINE - RABASTENS - COUFOULEUX,ALBI MADELEINE,RABASTENS,2,"2,34367676010125E-05",0
ALBIAS - GOURDON,ALBIAS,GOURDON,2,"2,34367676010125E-05",0
ALBIAS - SOUILLAC,ALBIAS,SOUILLAC,2,"2,34367676010125E-05",0
ANDORRE - L'HOSPITALET - PAMIERS,ANDORRE,L'HOSPITALET,2,"2,34367676010125E-05",0
ARGELES SUR MER - ELNE,ARGELES SUR MER,ELNE,2,"2,34367676010125E-05",0
ARGELES SUR MER - VILLEFRANCHE DE LAURAGAIS,ARGELES SUR MER,VILLEFRANCHE DE LAURAGAIS,2,"2,34367676010125E-05",0
AUBIET - AUCH,AUBIET,AUCH,2,"2,34367676010125E-05",0
AUBIET - COLOMIERS,AUBIET,COLOMIERS,2,"2,34367676010125E-05",0
AUBIET - GALLIENI CANCêROP‚LE,AUBIET,GALLIENI CANCêROP‚LE,2,"2,34367676010125E-05",0
AUBIET - GIMONT CAHUZAC,AUBIET,GIMONT CAHUZAC,2,"2,34367676010125E-05",0
AUBIET - SAINT-AGNE,AUBIET,SAINT-AGNE,2,"2,34367676010125E-05",0
AUTERIVE - LES CABANNES,AUTERIVE,LES CABANNES,2,"2,34367676010125E-05",0
AVIGNON CENTRE - ELNE,AVIGNON CENTRE,ELNE,2,"2,34367676010125E-05",0
AVIGNONET - BAZIEGE,AVIGNONET,BAZIEGE,2,"2,34367676010125E-05",0
AVIGNONET - PORT LA NOUVELLE,AVIGNONET,PORT LA NOUVELLE,2,"2,34367676010125E-05",0
AX LES THERMES - LES CABANNES,AX LES THERMES,LES CABANNES,2,"2,34367676010125E-05",0
AX LES THERMES - PINS JUSTARET,AX LES THERMES,PINS JUSTARET,2,"2,34367676010125E-05",0
AX LES THERMES - VERNET-D'ARIEGE,AX LES THERMES,VERNET-D'ARIEGE,2,"2,34367676010125E-05",0
BAILLARGUES - BEAUCAIRE,BAILLARGUES,BEAUCAIRE,2,"2,34367676010125E-05",0
BAILLARGUES - COLLIOURE,BAILLARGUES,COLLIOURE,2,"2,34367676010125E-05",0
BAILLARGUES - TARASCON,BAILLARGUES,TARASCON,2,"2,34367676010125E-05",0
BANYULS SUR MER - ELNE,BANYULS SUR MER,ELNE,2,"2,34367676010125E-05",0
BANYULS SUR MER - PORT VENDRES VILLE,BANYULS SUR MER,PORT VENDRES VILLE,2,"2,34367676010125E-05",0
BANYULS SUR MER - SETE,BANYULS SUR MER,SETE,2,"2,34367676010125E-05",0
BARAQUEVILLE CARCENAC PEYRALES - SAINT-SULPICE,BARAQUEVILLE CARCENAC PEYRALES,SAINT-SULPICE,2,"2,34367676010125E-05",0
BAZIEGE - MONTAUDRAN,BAZIEGE,MONTAUDRAN,2,"2,34367676010125E-05",0
BAZIEGE - PERPIGNAN,BAZIEGE,PERPIGNAN,2,"2,34367676010125E-05",0
BEAUCAIRE - NIMES PONT DU GARD,BEAUCAIRE,NIMES PONT DU GARD,2,"2,34367676010125E-05",0
BEAUCAIRE - VERG‘ZE - CODOGNAN,BEAUCAIRE,VERG‘ZE,2,"2,34367676010125E-05",0
BEZIERS - VIAS,BEZIERS,VIAS,2,"2,34367676010125E-05",0
BEZIERS - VILLEFRANCHE DE LAURAGAIS,BEZIERS,VILLEFRANCHE DE LAURAGAIS,2,"2,34367676010125E-05",0
BOUCOIRAN - NIMES,BOUCOIRAN,NIMES,2,"2,34367676010125E-05",0
BOUCOIRAN - SAINT-GENI‘S-DE-MALGOIR‘S,BOUCOIRAN,SAINT-GENI‘S-DE-MALGOIR‘S,2,"2,34367676010125E-05",0
BOURG MADAME - THUES CARANCA,BOURG MADAME,THUES CARANCA,2,"2,34367676010125E-05",0
BRAM - LEUCATE LA FRANQUI,BRAM,LEUCATE LA FRANQUI,2,"2,34367676010125E-05",0
BRAM - MONTPELLIER SAINT-ROCH,BRAM,MONTPELLIER SAINT-ROCH,2,"2,34367676010125E-05",0
BRAX - LêGUEVIN - GALLIENI CANCêROP‚LE,BRAX,LêGUEVIN,2,"2,34367676010125E-05",0
BRIVE LA GAILLARDE - DIEUPENTALE,BRIVE LA GAILLARDE,DIEUPENTALE,2,"2,34367676010125E-05",0
BRIVE LA GAILLARDE - LACOURTENSOURT,BRIVE LA GAILLARDE,LACOURTENSOURT,2,"2,34367676010125E-05",0
BRIVE LA GAILLARDE - LALBENQUE FONTANES,BRIVE LA GAILLARDE,LALBENQUE FONTANES,2,"2,34367676010125E-05",0
BRIVE LA GAILLARDE - SAINT-JORY,BRIVE LA GAILLARDE,SAINT-JORY,2,"2,34367676010125E-05",0
CAPDENAC - LEXOS,CAPDENAC,LEXOS,2,"2,34367676010125E-05",0
CAPDENAC - ROCAMADOUR PADIRAC,CAPDENAC,ROCAMADOUR PADIRAC,2,"2,34367676010125E-05",0
CAPDENAC - SAINT-DENIS-PRES-MARTEL,CAPDENAC,SAINT-DENIS-PRES-MARTEL,2,"2,34367676010125E-05",0
CARMAUX - TANUS,CARMAUX,TANUS,2,"2,34367676010125E-05",0
CASTELNAU D'ESTRETEFONDS - MONTBARTIER,CASTELNAU D'ESTRETEFONDS,MONTBARTIER,2,"2,34367676010125E-05",0
CASTELSARRASIN - LAVILLEDIEU,CASTELSARRASIN,LAVILLEDIEU,2,"2,34367676010125E-05",0
CASTRES - LABRUGUIERE,CASTRES,LABRUGUIERE,2,"2,34367676010125E-05",0
CAUSSADE - DIEUPENTALE,CAUSSADE,DIEUPENTALE,2,"2,34367676010125E-05",0
CAZ‘RES - LONGAGES - NOê,CAZ‘RES,LONGAGES,2,"2,34367676010125E-05",0
CAZ‘RES - PORTET SAINT-SIMON,CAZ‘RES,PORTET SAINT-SIMON,2,"2,34367676010125E-05",0
CERBERE - LABEGE INNOPOLE,CERBERE,LABEGE INNOPOLE,2,"2,34367676010125E-05",0
CHAMBORIGAUD - LA BASTIDE ST LAURENT L BAINS,CHAMBORIGAUD,LA BASTIDE ST LAURENT L BAINS,2,"2,34367676010125E-05",0
CINTEGABELLE - PINS JUSTARET,CINTEGABELLE,PINS JUSTARET,2,"2,34367676010125E-05",0
COARRAZE - NAY - LOURDES,COARRAZE,NAY,2,"2,34367676010125E-05",0
COARRAZE - NAY - MONTRêJEAU - GOURDAN-POLIGNAN,COARRAZE,NAY,2,"2,34367676010125E-05",0
COLLIOURE - FRONTIGNAN,COLLIOURE,FRONTIGNAN,2,"2,34367676010125E-05",0
COLLIOURE - TARASCON,COLLIOURE,TARASCON,2,"2,34367676010125E-05",0
COLOMIERS - MERENVIELLE,COLOMIERS,MERENVIELLE,2,"2,34367676010125E-05",0
COLOMIERS LYCEE INTERNATIONAL - L'ISLE JOURDAIN,COLOMIERS LYCEE INTERNATIONAL,L'ISLE JOURDAIN,2,"2,34367676010125E-05",0
CORDES VINDRAC - GAILLAC,CORDES VINDRAC,GAILLAC,2,"2,34367676010125E-05",0
CORDES VINDRAC - SAINT-SULPICE,CORDES VINDRAC,SAINT-SULPICE,2,"2,34367676010125E-05",0
CRANSAC - RODEZ,CRANSAC,RODEZ,2,"2,34367676010125E-05",0
DIEUPENTALE - MONTBARTIER,DIEUPENTALE,MONTBARTIER,2,"2,34367676010125E-05",0
DIEUPENTALE - SAINT-JORY,DIEUPENTALE,SAINT-JORY,2,"2,34367676010125E-05",0
ELNE - FRONTIGNAN,ELNE,FRONTIGNAN,2,"2,34367676010125E-05",0
ELNE - LUNEL,ELNE,LUNEL,2,"2,34367676010125E-05",0
ELNE - SALSES,ELNE,SALSES,2,"2,34367676010125E-05",0
ELNE - TARASCON,ELNE,TARASCON,2,"2,34367676010125E-05",0
FRONTIGNAN - VIC - MIREVAL,FRONTIGNAN,VIC,2,"2,34367676010125E-05",0
GAILLAC - MONTASTRUC LA CONSEILLERE,GAILLAC,MONTASTRUC LA CONSEILLERE,2,"2,34367676010125E-05",0
GAILLAC - TESSONNIERES,GAILLAC,TESSONNIERES,2,"2,34367676010125E-05",0
GOURDON - LALBENQUE FONTANES,GOURDON,LALBENQUE FONTANES,2,"2,34367676010125E-05",0
GRISOLLES - MONTBARTIER,GRISOLLES,MONTBARTIER,2,"2,34367676010125E-05",0
GRISOLLES - SOUILLAC,GRISOLLES,SOUILLAC,2,"2,34367676010125E-05",0
LA LEVADE - NIMES,LA LEVADE,NIMES,2,"2,34367676010125E-05",0
LABEGE INNOPOLE - MONTAUDRAN,LABEGE INNOPOLE,MONTAUDRAN,2,"2,34367676010125E-05",0
LABEGE INNOPOLE - RIVESALTES,LABEGE INNOPOLE,RIVESALTES,2,"2,34367676010125E-05",0
LABRUGUIERE - MAZAMET,LABRUGUIERE,MAZAMET,2,"2,34367676010125E-05",0
LABRUGUIERE - MONTRABE,LABRUGUIERE,MONTRABE,2,"2,34367676010125E-05",0
LAGUEPIE - NAJAC,LAGUEPIE,NAJAC,2,"2,34367676010125E-05",0
LANGOGNE - VILLEFORT,LANGOGNE,VILLEFORT,2,"2,34367676010125E-05",0
LANNEMEZAN - TOURNAY,LANNEMEZAN,TOURNAY,2,"2,34367676010125E-05",0
LARDENNE - SAINT-CYPRIEN AR‘NES,LARDENNE,SAINT-CYPRIEN AR‘NES,2,"2,34367676010125E-05",0
LATOUR DE CAROL ENVEITG - THUES CARANCA,LATOUR DE CAROL ENVEITG,THUES CARANCA,2,"2,34367676010125E-05",0
LATOUR DE CAROL ENVEITG - VENERQUE - LE VERNET,LATOUR DE CAROL ENVEITG,VENERQUE,2,"2,34367676010125E-05",0
LAVAUR - LES CAUQUILLOUS,LAVAUR,LES CAUQUILLOUS,2,"2,34367676010125E-05",0
LES CABANNES - SAVERDUN,LES CABANNES,SAVERDUN,2,"2,34367676010125E-05",0
LEUCATE LA FRANQUI - MONTAUDRAN,LEUCATE LA FRANQUI,MONTAUDRAN,2,"2,34367676010125E-05",0
LEUCATE LA FRANQUI - VERG‘ZE - CODOGNAN,LEUCATE LA FRANQUI,VERG‘ZE,2,"2,34367676010125E-05",0
LEUCATE LA FRANQUI - VILLEFRANCHE DE LAURAGAIS,LEUCATE LA FRANQUI,VILLEFRANCHE DE LAURAGAIS,2,"2,34367676010125E-05",0
LêZIGNAN (AUDE) - MONTAUDRAN,LêZIGNAN (AUDE),MONTAUDRAN,2,"2,34367676010125E-05",0
LêZIGNAN (AUDE) - VILLENOUVELLE,LêZIGNAN (AUDE),VILLENOUVELLE,2,"2,34367676010125E-05",0
LOURDES - MONTRêJEAU - GOURDAN-POLIGNAN,LOURDES,MONTRêJEAU,2,"2,34367676010125E-05",0
MARSEILLAN PLAGE - NIMES,MARSEILLAN PLAGE,NIMES,2,"2,34367676010125E-05",0
MARVEJOLS - NIMES,MARVEJOLS,NIMES,2,"2,34367676010125E-05",0
MAZAMET - VIELMUR SUR AGOUT,MAZAMET,VIELMUR SUR AGOUT,2,"2,34367676010125E-05",0
MONTASTRUC LA CONSEILLERE - RABASTENS - COUFOULEUX,MONTASTRUC LA CONSEILLERE,RABASTENS,2,"2,34367676010125E-05",0
MONTAUDRAN - VILLEFRANCHE DE LAURAGAIS,MONTAUDRAN,VILLEFRANCHE DE LAURAGAIS,2,"2,34367676010125E-05",0
MONTRêJEAU - GOURDAN-POLIGNAN - TOURNAY,MONTRêJEAU,GOURDAN-POLIGNAN,2,"2,34367676010125E-05",0
NAJAC - VILLEFRANCHE DE ROUERGUE,NAJAC,VILLEFRANCHE DE ROUERGUE,2,"2,34367676010125E-05",0
NIMES - NOZI‘RES - BRIGNON,NIMES,NOZI‘RES,2,"2,34367676010125E-05",0
NIMES - VIAS,NIMES,VIAS,2,"2,34367676010125E-05",0
NIMES - VILLEFRANCHE DE LAURAGAIS,NIMES,VILLEFRANCHE DE LAURAGAIS,2,"2,34367676010125E-05",0
NIMES PONT DU GARD - PORT BOU FRONTIERE,NIMES PONT DU GARD,PORT BOU FRONTIERE,2,"2,34367676010125E-05",0
NIMES PONT DU GARD - VIAS,NIMES PONT DU GARD,VIAS,2,"2,34367676010125E-05",0
PAU - TOURNAY,PAU,TOURNAY,2,"2,34367676010125E-05",0
PERPIGNAN - VILLEFRANCHE VERNET LES BAINS,PERPIGNAN,VILLEFRANCHE VERNET LES BAINS,2,"2,34367676010125E-05",0
PINS JUSTARET - PORTET SAINT-SIMON,PINS JUSTARET,PORTET SAINT-SIMON,2,"2,34367676010125E-05",0
PINS JUSTARET - VARILHES,PINS JUSTARET,VARILHES,2,"2,34367676010125E-05",0
PORT LA NOUVELLE - TARASCON,PORT LA NOUVELLE,TARASCON,2,"2,34367676010125E-05",0
PORT VENDRES VILLE - RIVESALTES,PORT VENDRES VILLE,RIVESALTES,2,"2,34367676010125E-05",0
PORT VENDRES VILLE - SALSES,PORT VENDRES VILLE,SALSES,2,"2,34367676010125E-05",0
PORT VENDRES VILLE - SETE,PORT VENDRES VILLE,SETE,2,"2,34367676010125E-05",0
PORTET SAINT-SIMON - SAVERDUN,PORTET SAINT-SIMON,SAVERDUN,2,"2,34367676010125E-05",0
RABASTENS - COUFOULEUX - TESSONNIERES,RABASTENS,COUFOULEUX,2,"2,34367676010125E-05",0
RIVESALTES - SALSES,RIVESALTES,SALSES,2,"2,34367676010125E-05",0
RODEZ - SAINT-DENIS-PRES-MARTEL,RODEZ,SAINT-DENIS-PRES-MARTEL,2,"2,34367676010125E-05",0
SAINT-DENIS-PRES-MARTEL - VIVIEZ DECAZEVILLE,SAINT-DENIS-PRES-MARTEL,VIVIEZ DECAZEVILLE,2,"2,34367676010125E-05",0
SAVERDUN - VERNET-D'ARIEGE,SAVERDUN,VERNET-D'ARIEGE,2,"2,34367676010125E-05",0
AGDE - CERBERE,AGDE,CERBERE,1,"1,17183838005062E-05",0
AGDE - COURSAN,AGDE,COURSAN,1,"1,17183838005062E-05",0
AGDE - LEUCATE LA FRANQUI,AGDE,LEUCATE LA FRANQUI,1,"1,17183838005062E-05",0
AGDE - VIAS,AGDE,VIAS,1,"1,17183838005062E-05",0
AGEN - LAVILLEDIEU,AGEN,LAVILLEDIEU,1,"1,17183838005062E-05",0
ALBI - TESSONNIERES,ALBI,TESSONNIERES,1,"1,17183838005062E-05",0
ALBI MADELEINE - BARAQUEVILLE CARCENAC PEYRALES,ALBI MADELEINE,BARAQUEVILLE CARCENAC PEYRALES,1,"1,17183838005062E-05",0
ALBI MADELEINE - MONTRABE,ALBI MADELEINE,MONTRABE,1,"1,17183838005062E-05",0
ALBI MADELEINE - TANUS,ALBI MADELEINE,TANUS,1,"1,17183838005062E-05",0
